Name ,Address,City,State,Zip Code,Phone Number,Website,Google Business Page,Facebook,Yelp
Pregnancy Help Center of Kent Cty,811 S Governors Ave,Dover,Delaware (DE),19904,,www.kentcountyphc.org,,,
"Sussex Pregnancy Care Center, Inc.",5 Burger King Dr,Georgetown,Delaware (DE),19947,,www.sussexpregnancy.com,,https://www.facebook.com/SussexPregnancyCare/,https://www.yelp.com/biz/sussex-pregnancy-care-center-georgetown-2?fsid=vUJbEUkyKXj-0I99Pjr05g
A Door of Hope Pregnancy Center,316 E Main St,Middletown,Delaware (DE),19709,,https://adoorofhope.org/,,,
A Door of Hope Pregnancy Center,721-B East Chestnut Hill Road,Newark,Delaware (DE),19805,,https://adoorofhope.org/,,https://www.facebook.com/Adoorofhope/,https://www.yelp.com/biz/a-door-of-hope-pregnancy-center-newark
Bethany Christian Services,"260 Chapman Rd, Ste 205A",Newark,Delaware (DE),19702,,https://impregnant.org/,"https://www.google.com/maps/place/Bethany+Christian+Services/@39.6690581,-75.6746907,15z/data=!4m5!3m4!1s0x0:0xf8bfb5f751c26a28!8m2!3d39.6690581!4d-75.6746907",https://www.facebook.com/bethanyfans,
A Door of Hope Pregnancy Center,3407 Lancaster Pike #B,Wilmington,Delaware (DE),19805,,https://adoorofhope.org/,,https://www.facebook.com/Adoorofhope/,https://www.yelp.com/biz/a-door-of-hope-pregnancy-center-wilmington
Birthright,1311 N Scott St,Wilmington,Delaware (DE),19806,,,"https://www.google.com/maps/place/Birthright+of+Delaware/@39.7565419,-75.565293,15z/data=!4m5!3m4!1s0x0:0x225a1610fe528f21!8m2!3d39.7565419!4d-75.565293",,
