,index,Total
1421,interacting,3.0
1422,interaction,3.0
1423,interest,21.0
1424,interested,1.0
1425,interior,3.0
1426,internal,3.0
1427,international,2.0
1428,internet,3.0
1429,interruption,1.0
1430,intimate,2.0
1431,into,11.0
1432,intracardiac,1.0
1433,introduce,1.0
1434,invalidate,1.0
1435,invasive,1.0
1436,investments,1.0
1437,involve,1.0
1438,involved,3.0
1439,involves,1.0
1440,iowa,2.0
1441,irian,1.0
1442,iron,2.0
1443,irritation,1.0
1444,island,2.0
1445,islands,1.0
1446,isle,1.0
1447,isn't,1.0
1448,issue,2.0
1449,issues,5.0
1450,it's,19.0
1451,items,1.0
1452,it’s,5.0
1453,i’m,3.0
1454,i’ve,1.0
1455,jakarta,1.0
1456,jan,1.0
1457,jana,1.0
1458,japanese,1.0
1459,javascript,3.0
1460,jaya,1.0
1461,jays,1.0
1462,jeans,3.0
1463,jeansnot,1.0
1464,jersey,1.0
1465,jewish,1.0
1466,job,2.0
1467,jobs,1.0
1468,john,4.0
1469,join,4.0
1470,joining,1.0
1471,jones,4.0
1472,joseph's,1.0
1473,journal,4.0
1474,journey,1.0
1475,joyous,1.0
1476,jr,4.0
1477,js,1.0
1478,judgmental,17.0
1479,juggle,1.0
1480,july,2.0
1481,june,4.0
1482,juneau,1.0
1483,junior,1.0
1484,junk,1.0
1485,jurisdiction/governing,1.0
1486,just,42.0
1487,kansas,2.0
1488,kathleen,4.0
1489,keep,5.0
1490,keeping,1.0
1491,kennedy,72.0
1492,kennewick,1.0
1493,kentucky,1.0
1494,kept,2.0
1495,keypress,3.0
1496,keys,6.0
1497,keywords,1.0
1498,khiri,1.0
1499,kid's,1.0
1500,kids,2.0
1501,kind,2.0
1502,kindergartens,1.0
1503,kitts,5.0
1504,knew,2.0
1505,know,32.0
1506,knowing,2.0
1507,knowledge,4.0
1508,known,4.0
1509,kong,2.0
1510,ky,1.0
1511,la,1.0
1512,lab-grade,1.0
1513,lab-quality,7.0
1514,label,41.0
1515,laboratory,2.0
1516,laboratory-quality,1.0
1517,lack,2.0
1518,lady,1.0
1519,lake,3.0
1520,land,1.0
1521,landing,1.0
1522,large,1.0
1523,largely,1.0
1524,larger,1.0
1525,larner,1.0
1526,las,1.0
1527,laser,3.0
1528,last,4.0
1529,late,4.0
1530,later,3.0
1531,latest,1.0
1532,launch,1.0
1533,law,4.0
1534,laws,3.0
1535,lay,1.0
1536,lead,5.0
1537,leading,1.0
1538,leanna,1.0
1539,leap,1.0
1540,learn,39.0
1541,learned,2.0
1542,learning,1.0
1543,lease,3.0
1544,least,20.0
1545,leave,5.0
1546,led,1.0
1547,left,2.0
1548,left\/right,1.0
1549,leg,1.0
1550,legal,7.0
1551,legalized,2.0
1552,legally,2.0
1553,length,3.0
1554,less,1.0
1555,let,21.0
1556,let’s,2.0
1557,level,4.0
1558,levels,5.0
1559,li,1697.0
1560,liability,5.0
1561,liable,6.0
1562,liberty,1.0
1563,license,48.0
1564,licensed,17.0
1565,lies,1.0
1566,life,20.0
1567,life-affirming,1.0
1568,life-changing,1.0
1569,life-sized,1.0
1570,lifelong,1.0
1571,lifestyle,1.0
1572,light,4.0
1573,like,59.0
1574,liked,1.0
1575,likely,2.0
1576,limit,1.0
1577,limitation,2.0
1578,limitations,1.0
1579,limited,16.0
1580,linda,2.0
1581,line,2.0
1582,link,3.0
1583,linked,2.0
1584,links,7.0
1585,linksreferences,15.0
1586,linux,31.0
1587,lisbon,1.0
1588,list,9.0
1589,listed,1.0
1590,listen,23.0
1591,listened,17.0
1592,listening,1.0
1593,listings,1.0
1594,literally,1.0
1595,literature,1.0
1596,little,6.0
1597,live,4.0
1598,livermore,1.0
1599,lives,1.0
1600,living,3.0
1601,load,18.0
1602,local,14.0
1603,locally,16.0
1604,locating,4.0
1605,location,2.0
1606,locations,1.0
1607,lodging,1.0
1608,log,4.0
1609,long,23.0
1610,long-standing,1.0
1611,long-term,5.0
1612,longer,1.0
1613,longitudinal,1.0
1614,longstanding,1.0
1615,look,12.0
1616,looked,1.0
1617,looking,13.0
1618,looks,4.0
1619,loom,1.0
1620,los,1.0
1621,losing,1.0
1622,loss,2.0
1623,lot,5.0
1624,lots,3.0
1625,loud,1.0
1626,louisiana,1.0
1627,love,3.0
1628,loved,1.0
1629,loves,1.0
1630,loving,1.0
1631,lower,2.0
1632,lowercase,6.0
1633,lowered,1.0
1634,lubricating,2.0
1635,lucky,1.0
1636,luis,1.0
1637,luke,4.0
1638,lumber,1.0
1639,luxury,1.0
1640,ma,4.0
1641,machine,1.0
1642,made,5.0
1643,mailed,1.0
1644,mailing,1.0
1645,main,2.0
1646,maine,21.0
1647,maintain,6.0
1648,maintained,4.0
1649,maintaining,1.0
1650,maintains,6.0
1651,major,2.0
1652,majors,1.0
1653,make,102.0
1654,makes,2.0
1655,making,15.0
1656,males,1.0
1657,man,2.0
1658,manage,1.0
1659,management,7.0
1660,manner,1.0
1661,manufactured,1.0
1662,manufacturing,1.0
1663,many,41.0
1664,maps,3.0
1665,march,11.0
1666,mariana,6.0
1667,marital,1.0
1668,marketing,9.0
1669,married,1.0
1670,maryland,1.0
1671,massachusetts,1.0
1672,massage,4.0
1673,master,1.0
1674,masturbating,1.0
1675,masturbation,1.0
1676,material,9.0
1677,materials,6.0
1678,maternity,2.0
1679,matter,8.0
1680,matters,1.0
1681,matthew,2.0
1682,mature,5.0
1683,maxillofacial,4.0
1684,may,70.0
1685,maybe,9.0
1686,mayo,1.0
1687,maze,1.0
1688,mcallen,1.0
1689,mcdonald,1.0
1690,md,1.0
1691,me,157.0
1692,meals,1.0
1693,mean,3.0
1694,meaningful,1.0
1695,means,6.0
1696,measures,1.0
1697,mechanism,2.0
1698,media,1.0
1699,medical,53.0
1700,medically,1.0
1701,medication,7.0
1702,medication/chemical,1.0
1703,medications,1.0
1704,medicine,1.0
1705,meet,7.0
1706,meeting,1.0
1707,meetings,1.0
1708,member,18.0
1709,members,1.0
1710,membership,1.0
1711,memorial,72.0
1712,memories,1.0
1713,men,95.0
1714,men's,1.0
1715,menstrual,2.0
1716,mental,4.0
1717,mention,2.0
1718,mentioned,3.0
1719,mentor,2.0
1720,mentorship,1.0
1721,menu,40.0
1722,men’s,2.0
1723,merchantability,1.0
1724,merely,1.0
1725,message,3.0
1726,metamorphosis,1.0
1727,method,3.0
1728,methods,3.0
1729,mexico,1.0
1730,mg,1.0
1731,michigan,2.0
1732,middle,1.0
1733,midst,1.0
1734,midwestwhere,1.0
1735,mifeprex,9.0
1736,mifepristone,9.0
1737,might,14.0
1738,miles,1.0
1739,million,1.0
1740,mimic,1.0
1741,mind,5.0
1742,minded,1.0
1743,mindset,1.0
1744,minimize,1.0
1745,ministry,1.0
1746,minnesota,1.0
1747,minor,1.0
1748,minus,3.0
1749,miscarriage,1.0
1750,miscarriages,1.0
1751,misconceptions,1.0
1752,misery,1.0
1753,misoprostol,2.0
1754,misrepresenting,1.0
1755,miss,1.0
1756,missed,11.0
1757,missing,4.0
1758,mission,3.0
1759,mississippi,1.0
1760,missouri,1.0
1761,mistake,1.0
1762,misused,1.0
1763,mit,16.0
1764,mmm,12.0
1765,mmmm,4.0
1766,mn,2.0
1767,mo,3.0
1768,mode,2.0
1769,modern,66.0
1770,modify,3.0
1771,modulators,1.0
1772,molly,1.0
1773,mom,1.0
1774,mom's,1.0
1775,moment,1.0
1776,moms,3.0
1777,mom’s,3.0
1778,monday,38.0
1779,money,4.0
1780,monitor,2.0
1781,monkey,1.0
1782,monsters,3.0
1783,montana,1.0
1784,month,3.0
1785,monthly,1.0
1786,months,3.0
1787,mood,1.0
1788,moon,4.0
1789,more,65.0
1790,morebundle,1.0
1791,morelocal,1.0
1792,moreppc,1.0
1793,morning-after,3.0
1794,most,49.0
1795,mother,2.0
1796,mother's,1.0
1797,motherhood,1.0
1798,mothers,5.0
1799,mother’s,1.0
1800,motivate,1.0
1801,mousedown,3.0
1802,move,2.0
1803,moves,1.0
1804,moving,1.0
1805,much,11.0
1806,much-bigger,1.0
1807,muffle,1.0
1808,multiple,1.0
1809,must,14.0
1810,muster,1.0
1811,mutual,1.0
1812,my,28.0
1813,myths,1.0
1814,na,1.0
1815,nagar,1.0
1816,nakama,1.0
1817,naked,6.0
1818,nakhon,1.0
1819,name,8.0
1820,names,3.0
1821,napa,1.0
1822,naps,1.0
1823,narrow,1.0
1824,national,2.0
1825,nationsschedulepresentationsmaterialscontact,2.0
1826,natural,5.0
1827,nature,5.0
1828,nature's,1.0
1829,nauseous,3.0
1830,nav,16.0
1831,navigate,2.0
1832,nc,3.0
1833,near,5.0
1834,nearby,1.0
1835,nearly,1.0
1836,nebraska,1.0
1837,necessary,3.0
1838,necessitate,2.0
1839,need,34.0
1840,needed,2.0
1841,needs,9.0
1842,negative,2.0
1843,negligent,1.0
1844,negliglence,1.0
1845,negotiated,1.0
1846,nerves,1.0
1847,net,1.0
1848,nevada,1.0
1849,never,25.0
1850,new,98.0
1851,newly,1.0
1852,newport,1.0
1853,news,2.0
1854,next,19.0
1855,nice,1.0
1856,nick,1.0
1857,nightlife,1.0
1858,nine,2.0
1859,nizhniy,1.0
1860,nlsy,1.0
1861,no,60.0
1862,no-cost,4.0
1863,no-repeat,16.0
1864,non-judgmental,3.0
1865,non-profit,2.0
1866,non-surgical,1.0
1867,none,62.0
1868,non‐judgmental,1.0
1869,normal,4.0
1870,north,5.0
1871,nose,2.0
1872,not,210.0
1873,note,2.0
1874,noted,1.0
1875,nothing,1.0
1876,notice,4.0
1877,noticeable,1.0
1878,noticed,1.0
1879,noting,1.0
1880,notorious,1.0
1881,nov,1.0
1882,november,1.0
1883,now,22.0
1884,nt,62.0
1885,nude,4.0
1886,nudes,1.0
1887,number,21.0
1888,numbers,1.0
1889,numerous,1.0
1890,nurse,3.0
1891,nursing,1.0
1892,nv,1.0
1893,nw,1.0
1894,ny,3.0
1895,o'meara,2.0
1896,ob,2.0
1897,objective,1.0
1898,obligated,1.0
1899,obligation,2.0
1900,obstet,2.0
1901,obstetric,2.0
1902,obstetrical,12.0
1903,obstetricians,1.0
1904,obstetrics,3.0
1905,obtain,2.0
1906,obtaining,1.0
1907,obviously,1.0
1908,occasionally,3.0
1909,occur,1.0
1910,ocean,5.0
1911,oceanside,1.0
1912,oct,1.0
1913,october,18.0
1914,off,6.0
1915,offensive,2.0
1916,offer,42.0
1917,offered,2.0
1918,offering,5.0
1919,offerour,1.0
1920,offers,15.0
1921,offices,1.0
1922,often,15.0
1923,og,2.0
1924,oh,3.0
1925,ohio,1.0
1926,okay,3.0
1927,oklahoma,2.0
1928,ol,128.0
1929,old,1.0
1930,olympicswomen's,2.0
1931,once,4.0
1932,one,45.0
1933,one-step,4.0
1934,one-step™,1.0
1935,one-time,1.0
1936,ones,2.0
1937,one‐on‐one,1.0
1938,ongoing,2.0
1939,online,27.0
1940,only,140.0
1941,onto,2.0
1942,oovoo,1.0
1943,opacity,128.0
1944,open,3.0
1945,operates,1.0
1946,operational,2.0
1947,opinion,1.0
1948,opinions,3.0
1949,opportunity,24.0
1950,optimistic,1.0
1951,optimization,2.0
1952,option,17.0
1953,optionline,1.0
1954,options,148.0
1955,optionsmaking,1.0
1956,optionsreviewswhat,1.0
1957,optionsthere,2.0
1958,or,303.0
1959,oral,2.0
1960,order,9.0
1961,orders,1.0
1962,oregon,1.0
1963,organic,1.0
1964,organically,1.0
1965,organization,1.0
1966,organizations,2.0
1967,original,1.0
1968,orthodontists,1.0
1969,ossipee,1.0
1970,other,55.0
1971,other's,1.0
1972,others,3.0
1973,otherwise,6.0
1974,our,220.0
1975,out,33.0
1976,outdoors,1.0
1977,outlying,1.0
1978,outside,6.0
1979,over,11.0
1980,over-the-counter,3.0
1981,overcome,1.0
1982,overrides,1.0
1983,overview,1.0
1984,overwhelmed,2.0
1985,overwhelming,1.0
1986,overwhelms,1.0
1987,owe,1.0
1988,own,14.0
1989,owned,1.0
1990,owner,1.0
1991,oyez,2.0
1992,pa,3.0
1993,pack,2.0
1994,page,16.0
1995,pages,1.0
1996,paid,1.0
1997,pain,2.0
1998,painful,2.0
1999,pair,3.0
2000,pamper,1.0
2001,pamphlets,1.0
2002,panic,8.0
2003,pankaj,2.0
2004,parameter,1.0
2005,parameters,1.0
2006,parasites,1.0
2007,parejas,1.0
2008,parent,5.0
2009,parenthood,3.0
2010,parenting,110.0
2011,parents,1.0
2012,part,4.0
2013,participate,2.0
2014,participate…,1.0
2015,particular,4.0
2016,parties,4.0
2017,partner,5.0
2018,partners,2.0
2019,partner’s,1.0
2020,parts,1.0
2021,party,4.0
2022,pass,2.0
2023,passed,1.0
2024,passes,1.0
2025,passion,1.0
2026,passionate,1.0
2027,password,2.0
2028,past,5.0
2029,path,2.0
2030,patient,1.0
2031,patterns,1.0
2032,paul,4.0
2033,pay-per-click,1.0
2034,paycheck,1.0
2035,payload,8.0
2036,payment,1.0
2037,peace,3.0
2038,pedersen,1.0
2039,pee,1.0
2040,pelvic,1.0
2041,pembroke,1.0
2042,pennsylvania,1.0
2043,penny,4.0
2044,people,13.0
2045,per,4.0
2046,perceived,1.0
2047,perfect,1.0
2048,perform,21.0
2049,perhaps,4.0
2050,period,10.0
2051,periods,2.0
2052,permission,1.0
2053,persistent,3.0
2054,person,1.0
2055,personal,25.0
2056,personality,1.0
2057,personals,2.0
2058,persons,1.0
2059,pharmacists,1.0
2060,pharmacy,4.0
2061,phenomenon,1.0
2062,phone,27.0
2063,photos,4.0
2064,physical,6.0
2065,physically,1.0
2066,physician,4.0
2067,physicians,1.0
2068,physician’s,2.0
2069,picket,1.0
2070,picture,2.0
2071,piece,1.0
2072,pieces,1.0
2073,pierre,5.0
2074,pill,95.0
2075,pills,6.0
2076,pines,1.0
2077,pinetree,1.0
2078,pissing,1.0
2079,pizza,1.0
2080,place,24.0
2081,placenta,2.0
2082,placing,1.0
2083,plagued,1.0
2084,plan,11.0
2085,planned,6.0
2086,planners,2.0
2087,planning,2.0
2088,plans,1.0
2089,plansad,1.0
2090,plate,1.0
2091,play,1.0
2092,player,2.0
2093,plays,1.0
2094,please,13.0
2095,pleasurable,1.0
2096,pledge,4.0
2097,pllc,1.0
2098,plug,1.0
2099,plugin,33.0
2100,pm,20.0
2101,pocket,1.0
2102,point,1.0
2103,policy,25.0
2104,poll,16.0
2105,polls,1.0
2106,population-based,1.0
2107,porch,1.0
2108,port,1.0
2109,portions,2.0
2110,portland,20.0
2111,porto,1.0
2112,positive,13.0
2113,possibilities,1.0
2114,possibilitiy,1.0
2115,possibility,3.0
2116,possible,9.0
2117,possibly,1.0
2118,post,1.0
2119,post-abortion,83.0
2120,post-pregnancy,1.0
2121,posted,4.0
2122,poster,2.0
2123,postings,5.0
2124,posts,1.0
2125,potassium,1.0
2126,potential,8.0
2127,potentially,1.0
2128,powered,17.0
2129,powerful,16.0
2130,ppc,3.0
2131,ppcour,1.0
2132,practice,4.0
2133,practices,1.0
2134,prayer,1.0
2135,pre,16.0
2136,pre-register,1.0
2137,preborn,1.0
2138,preceding,3.0
2139,prefer,1.0
2140,preference,1.0
2141,pregnancies,5.0
2142,pregnancy,705.0
2143,pregnancythe,1.0
2144,pregnancyultrasonic,1.0
2145,pregnancywhen,2.0
2146,pregnant,17.0
2147,preliminary,1.0
2148,prenatal,4.0
2149,preparation,1.0
2150,prepared,5.0
2151,prescribing,2.0
2152,presence,1.0
2153,presented,1.0
2154,pressing,1.0
2155,pressure,2.0
2156,pressuring,1.0
2157,pretty,1.0
2158,prevent,3.0
2159,preventing,1.0
2160,prevention,1.0
2161,previous,1.0
2162,previously,1.0
2163,pri,2.0
2164,pricing,1.0
2165,principle,3.0
2166,prior,3.0
2167,privacy,28.0
2168,private,2.0
2169,prize,1.0
2170,prizes,1.0
2171,pro,1.0
2172,pro-active,1.0
2173,pro-elements,2.0
2174,probability,2.0
2175,probably,3.0
2176,problems,2.0
2177,procedure,7.0
2178,procedures,12.0
2179,proceduresconsumer,1.0
2180,proceed,1.0
2181,process,7.0
2182,processing,6.0
2183,produced,2.0
2184,producing,1.0
2185,products,4.0
2186,professional,29.0
2187,professional/medical,1.0
2188,professionals,4.0
2189,profile,1.0
2190,profit,1.0
2191,progesterone,1.0
2192,prognosis,1.0
2193,program,16.0
2194,programs,3.0
2195,prohibit,3.0
2196,prohibited,1.0
2197,prohibits,2.0
2198,project,2.0
2199,promise,1.0
2200,promote,1.0
2201,properly,1.0
2202,property,6.0
2203,pros,1.0
2204,prostaglandins,1.0
2205,prosthetics,8.0
2206,protect,3.0
2207,protected,1.0
2208,protecting,1.0
2209,protection,3.0
2210,protective,2.0
2211,protects,1.0
2212,proven,1.0
2213,provide,50.0
2214,provided,25.0
2215,provider,1.0
2216,provides,9.0
2217,providing,8.0
2218,provision,2.0
2219,provisions,1.0
2220,psychological,3.0
2221,psychology,1.0
2222,public,19.0
2223,publicationhope,1.0
2224,publications,1.0
2225,publicly,1.0
2226,pull,1.0
2227,pumping,1.0
2228,purchase,1.0
2229,purchased,3.0
2230,purchases,1.0
2231,purdue,1.0
2232,purpose,1.0
2233,purposeful,1.0
2234,purposes,2.0
2235,pursuit,1.0
2236,pussy,10.0
2237,put,3.0
2238,put-off,1.0
2239,puts,1.0
2240,qualify,1.0
2241,quality,2.0
2242,queen,1.0
2243,question,1.0
2244,questionable,1.0
2245,questions,11.0
2246,quick,18.0
2247,quiet,1.0
2248,quit,1.0
2249,quite,1.0
2250,quiz,1.0
2251,racing,1.0
2252,rack,1.0
2253,radically,1.0
2254,raffle,1.0
2255,rained-on,1.0
2256,raise,5.0
2257,raised,1.0
2258,raises,2.0
2259,raising,1.0
2260,ranburne,1.0
2261,rank,5.0
2262,ranking,2.0
2263,rankmonstersdigital,1.0
2264,rape,1.0
2265,rapidly,1.0
2266,rare,1.0
2267,rash,1.0
2268,rate,3.0
2269,rated,1.0
2270,rather,1.0
2271,rating,1.0
2272,re-adjusts,1.0
2273,reach,7.0
2274,reaching,1.0
2275,reaction,1.0
2276,reactions,1.0
2277,read,15.0
2278,reading,1.0
2279,ready,12.0
2280,real,7.0
2281,reality,3.0
2282,realize,2.0
2283,really,23.0
2284,reason,4.0
2285,reasoned,1.0
2286,reasons,3.0
2287,recall,2.0
2288,receive,4.0
2289,received,2.0
2290,receiving,4.0
2291,recent,2.0
2292,recently,3.0
2293,receptor,1.0
2294,recipient,1.0
2295,recognize,2.0
2296,recognized,2.0
2297,recommend,1.0
2298,recommended,2.0
2299,recommends,2.0
2300,record,1.0
2301,recover,1.0
2302,recovery,3.0
2303,reduce,3.0
2304,reel,1.0
2305,refer,16.0
2306,reference,1.0
2307,references,4.0
2308,referral,1.0
2309,referrals,24.0
2310,referred,2.0
2311,refuse,3.0
2312,regard,1.0
2313,regarding,2.0
2314,regardless,3.0
2315,region,2.0
2316,register,3.0
2317,registered,5.0
2318,registration,3.0
2319,regret,2.0
2320,regular,1.0
2321,related,9.0
2322,relation,2.0
2323,relationship,8.0
2324,relationships,5.0
2325,relationshipssometimes,1.0
2326,relationshipswhen,1.0
2327,relatively,1.0
2328,releases,1.0
2329,reliable,6.0
2330,reliance,3.0
2331,relied,17.0
2332,rem,16.0
2333,remain,2.0
2334,remaining,1.0
2335,remains,4.0
2336,remarks,1.0
2337,remember,1.0
2338,reminded,1.0
2339,removal,1.0
2340,remove,4.0
2341,removed,2.0
2342,renewed,1.0
2343,rental,1.0
2344,repair,3.0
2345,report,1.0
2346,reported,1.0
2347,reportever,1.0
2348,representations,2.0
2349,representative,1.0
2350,reproduced,1.0
2351,reproductive,4.0
2352,republic,7.0
2353,request,6.0
2354,requested,3.0
2355,requests,3.0
2356,require,5.0
2357,required,4.0
2358,requirements,1.0
2359,requires,5.0
2360,researched,1.0
2361,reserved,1.0
2362,reserves,1.0
2363,resold,1.0
2364,resolve,1.0
2365,resorts,1.0
2366,resounding,1.0
2367,resource,16.0
2368,resources,12.0
2369,respect,5.0
2370,respectful,1.0
2371,respond,1.0
2372,responsibility,1.0
2373,responsible,8.0
2374,restaurants,1.0
2375,restorative,2.0
2376,restrictions,2.0
2377,result,5.0
2378,resulting,2.0
2379,results,10.0
2380,resultswe’re,1.0
2381,retail,3.0
2382,retain,1.0
2383,retrieved,31.0
2384,return,10.0
2385,reveal,3.0
2386,reveals,2.0
2387,reversal,1.0
2388,review,4.0
2389,reviewswrite,1.0
2390,revised,1.0
2391,rewarded,1.0
2392,rhesus,1.0
2393,rhine,1.0
2394,rhode,1.0
2395,rich,1.0
2396,right,47.0
2397,right-,1.0
2398,rightclick,3.0
2399,rights,41.0
2400,rise,2.0
2401,rising,2.0
2402,risk,9.0
2403,risks,8.0
2404,roads,1.0
2405,role,1.0
2406,romantic,1.0
2407,romsdal,1.0
2408,room,1.0
2409,root,22.0
2410,roses,1.0
2411,rouge,1.0
2412,rough,1.0
2413,route,1.0
2414,routes,1.0
2415,rubs,2.0
2416,run,2.0
2417,runs,1.0
2418,ruptured,1.0
2419,rush,2.0
2420,rushing,1.0
2421,ryan,2.0
2422,sabrina,2.0
2423,safe,24.0
2424,safer,1.0
2425,safest,2.0
2426,safety,3.0
2427,said,2.0
2428,saint,1.0
2429,salon,1.0
2430,salons,2.0
2431,salt,2.0
2432,same,5.0
2433,san,5.0
2434,sanctity,1.0
2435,sandwich,1.0
2436,sans,5.0
2437,santa,3.0
2438,sao,2.0
2439,satisfied,1.0
2440,saturday,3.0
2441,save,1.0
2442,saved,1.0
2443,saves,1.0
2444,saving,2.0
2445,saw,2.0
2446,say,5.0
2447,saying,2.0
2448,says,1.0
2449,scandinavian,1.0
2450,scanning,2.0
2451,scans,1.0
2452,scarborough,1.0
2453,scare,1.0
2454,scarecrow,3.0
2455,scarecrows,1.0
2456,scarecrowsãâ,1.0
2457,scared,3.0
2458,scary,1.0
2459,scene,1.0
2460,scenery,1.0
2461,schedule,25.0
2462,schedulean,1.0
2463,schedule…,1.0
2464,scheduling,3.0
2465,school,23.0
2466,schools,5.0
2467,science,2.0
2468,scrape,1.0
2469,screen,162.0
2470,screening,1.0
2471,seal,1.0
2472,search,3.0
2473,searching,1.0
2474,season,1.0
2475,seattle,1.0
2476,second,6.0
2477,second-trimester,2.0
2478,secondary,1.0
2479,section,3.0
2480,secure,3.0
2481,secured,2.0
2482,security,5.0
2483,see,16.0
2484,seed,1.0
2485,seeing,1.0
2486,seek,6.0
2487,seeking,3.0
2488,seem,5.0
2489,segoe,12.0
2490,selatan,3.0
2491,select,16.0
2492,selected,16.0
2493,self,2.0
2494,semi-open,2.0
2495,send,7.0
2496,sends,4.0
2497,senior,1.0
2498,seniors,1.0
2499,sense,1.0
2500,sensitive,3.0
2501,sent,2.0
2502,seo,9.0
2503,sep,1.0
2504,september,1.0
2505,serenity,2.0
2506,series,2.0
2507,serious,1.0
2508,serve,4.0
2509,service,21.0
2510,services,284.0
2511,serviceswe,1.0
2512,serving,1.0
2513,session,2.0
2514,set,13.0
2515,sets,1.0
2516,several,4.0
2517,severe,1.0
2518,sevier,1.0
2519,sex,20.0
2520,sexual,29.0
2521,sexuality,2.0
2522,sexually,15.0
2523,sexy,4.0
2524,share,12.0
2525,sharing,3.0
2526,she,6.0
2527,sheet,3.0
2528,shelters,1.0
2529,she’s,4.0
2530,shipping,1.0
2531,shock,5.0
2532,shops,1.0
2533,short-term,1.0
2534,should,34.0
2535,shoving,1.0
2536,show,6.0
2537,shown,1.0
2538,shut,1.0
2539,si,2.0
2540,sick,1.0
2541,side,6.0
2542,sign,2.0
2543,significant,1.0
2544,signing,1.0
2545,signs,10.0
2546,similar,2.0
2547,simply,2.0
2548,since,1.0
2549,single,7.0
2550,sint,4.0
2551,sit,6.0
2552,site,4.0
2553,sites,2.0
2554,sites/owners,1.0
2555,situation,1.0
2556,situations,1.0
2557,six,2.0
2558,size,2.0
2559,size-too-small,1.0
2560,skills,2.0
2561,skip,20.0
2562,sleep,2.0
2563,slow,1.0
2564,slut,1.0
2565,sluts,1.0
2566,small,2.0
2567,smarter,1.0
2568,so,21.0
2569,social,4.0
2570,society,2.0
2571,software,1.0
2572,sold,3.0
2573,sole,2.0
2574,solely,3.0
2575,solid,505.0
2576,solutions,1.0
2577,some,28.0
2578,somebody,1.0
2579,someone,38.0
2580,somerset,1.0
2581,something,3.0
2582,sometimes,4.0
2583,sonographer,2.0
2584,sore,2.0
2585,sound,6.0
2586,source,2.0
2587,sources,2.0
2588,south,7.0
2589,southern,3.0
2590,spa,1.0
2591,space,1.0
2592,spaces,1.0
2593,span,16.0
2594,spas,1.0
2595,speak,18.0
2596,speaking,1.0
2597,special,4.0
2598,specially,1.0
2599,specific,3.0
2600,specifically,1.0
2601,spend,1.0
2602,sperm,1.0
2603,spice,1.0
2604,spiritual,1.0
2605,sponsors,2.0
2606,sporting,1.0
2607,sports,3.0
2608,spot,2.0
2609,spotting,1.0
2610,spread,2.0
2611,spring,1.0
2612,springboro,1.0
2613,springs,1.0
2614,sprinklers,1.0
2615,ssl,2.0
2616,ssr,8.0
2617,st,2.0
2618,stability,2.0
2619,staff,26.0
2620,stage,2.0
2621,stages,2.0
2622,stand,2.0
2623,standard,5.0
2624,standards,2.0
2625,standish,1.0
2626,start,6.0
2627,started,1.0
2628,state,27.0
2629,statements,1.0
2630,states,7.0
2631,stations,1.0
2632,statistics,2.0
2633,stay,2.0
2634,staying,1.0
2635,std,7.0
2636,std/sti,1.0
2637,stds,1.0
2638,steakhouse,1.0
2639,steer,1.0
2640,stem,1.0
2641,step,25.0
2642,stephen,2.0
2643,steps,6.0
2644,sti,90.0
2645,sti/std,6.0
2646,stick,2.0
2647,still,11.0
2648,stis,8.0
2649,stomach,2.0
2650,stop,3.0
2651,storage,3.0
2652,store,3.0
2653,stored,2.0
2654,stores,2.0
2655,stories,2.0
2656,strange,1.0
2657,strategically,1.0
2658,street,2.0
2659,stress,1.0
2660,stressful,2.0
2661,strictest,2.0
2662,strictly,6.0
2663,strive,3.0
2664,strong,9.0
2665,strrelativepagepath,1.0
2666,strrelativepathtoroot,1.0
2667,struggle,1.0
2668,student,1.0
2669,students,81.0
2670,studies,1.0
2671,studios,1.0
2672,study,2.0
2673,studycontact,1.0
2674,stylish,1.0
2675,subject,1.0
2676,submissions,2.0
2677,submit,8.0
2678,submitting,2.0
2679,subscribe,2.0
2680,subsequent,1.0
2681,subside,1.0
2682,substitute,18.0
2683,successful,4.0
2684,such,33.0
2685,sucking,1.0
2686,suction,2.0
2687,suddenly,2.0
2688,suffer,1.0
2689,sufficient,1.0
2690,suggest,3.0
2691,suggestion,1.0
2692,suggestions,3.0
2693,suggests,2.0
2694,suite,23.0
2695,summary,2.0
2696,sunday,18.0
2697,sunflowers,1.0
2698,supplements,1.0
2699,suppliers,1.0
2700,supplies,1.0
2701,support,145.0
2702,supporter,1.0
2703,supporters,1.0
2704,supporting,1.0
2705,supportive,17.0
2706,supports,3.0
2707,supposed,1.0
2708,sure,32.0
2709,surges,1.0
2710,surgical,9.0
2711,surprise,1.0
2712,surround,1.0
2713,surrounded,1.0
2714,survey,2.0
2715,surveyed,1.0
2716,survive,1.0
2717,svg,20.0
2718,sweating,1.0
2719,sweeney,2.0
2720,swinger,5.0
2721,swingers,9.0
2722,swinging,2.0
2723,swings,1.0
2724,swollen,1.0
2725,symptoms,97.0
2726,syntax,3.0
2727,system,3.0
2728,systematic,2.0
2729,table,7.0
2730,take,46.0
2731,taken,9.0
2732,taken…,1.0
2733,takes,4.0
2734,taking,5.0
2735,talk,22.0
2736,talking,2.0
2737,tall,1.0
2738,tapp,2.0
2739,target,1.0
2740,targeting,1.0
2741,taylor,2.0
2742,taymir,1.0
2743,tbwasidentified,4.0
2744,td,1.0
2745,team,21.0
2746,teams,1.0
2747,technician,2.0
2748,technologies,2.0
2749,teen,5.0
