index,url,urls_visited,token1,count1,token2,count2,token3,count3,token4,count4,token5,count5,token6,count6,token7,count7,token8,count8,token9,count9,token10,count10,token11,count11,token12,count12,token13,count13,token14,count14,token15,count15,token16,count16,token17,count17,token18,count18,token19,count19,token20,count20,token21,count21,token22,count22,token23,count23,token24,count24,token25,count25,token26,count26,token27,count27,token28,count28,token29,count29,token30,count30,token31,count31,token32,count32,token33,count33,token34,count34,token35,count35,token36,count36,token37,count37,token38,count38,token39,count39,token40,count40,token41,count41,token42,count42,token43,count43,token44,count44,token45,count45,token46,count46,token47,count47,token48,count48,token49,count49,token50,count50,token51,count51,token52,count52,token53,count53,token54,count54,token55,count55,token56,count56,token57,count57,token58,count58,token59,count59,token60,count60,token61,count61,token62,count62,token63,count63,token64,count64,token65,count65,token66,count66,token67,count67,token68,count68,token69,count69,token70,count70,token71,count71,token72,count72,token73,count73,token74,count74,token75,count75,token76,count76,token77,count77,token78,count78,token79,count79,token80,count80,token81,count81,token82,count82,token83,count83,token84,count84,token85,count85,token86,count86,token87,count87,token88,count88,token89,count89,token90,count90,token91,count91,token92,count92,token93,count93,token94,count94,token95,count95,token96,count96,token97,count97,token98,count98,token99,count99,token100,count100,token101,count101,token102,count102,token103,count103,token104,count104,token105,count105,token106,count106,token107,count107,token108,count108,token109,count109,token110,count110,token111,count111,token112,count112,token113,count113,token114,count114,token115,count115,token116,count116,token117,count117,token118,count118,token119,count119,token120,count120,token121,count121,token122,count122,token123,count123,token124,count124,token125,count125,token126,count126,token127,count127,token128,count128,token129,count129,token130,count130,token131,count131,token132,count132,token133,count133,token134,count134,token135,count135,token136,count136,token137,count137,token138,count138,token139,count139,token140,count140,token141,count141,token142,count142,token143,count143,token144,count144,token145,count145,token146,count146,token147,count147,token148,count148,token149,count149,token150,count150,token151,count151,token152,count152,token153,count153,token154,count154,token155,count155,token156,count156,token157,count157,token158,count158,token159,count159,token160,count160,token161,count161,token162,count162,token163,count163,token164,count164,token165,count165,token166,count166,token167,count167,token168,count168,token169,count169,token170,count170,token171,count171,token172,count172,token173,count173,token174,count174,token175,count175,token176,count176,token177,count177,token178,count178,token179,count179,token180,count180,token181,count181,token182,count182,token183,count183,token184,count184,token185,count185,token186,count186,token187,count187,token188,count188,token189,count189,token190,count190,token191,count191,token192,count192,token193,count193,token194,count194,token195,count195,token196,count196,token197,count197,token198,count198,token199,count199,token200,count200
count1,http://pccofahoskie.com/,1,"""'-'""", 0.0,'post-abortion', 0.0,'possess', 0.0,'possesses', 0.0,'possession', 0.0,'possibilities', 0.0,'possibility', 0.0,'possible', 0.0,'possibly', 0.0,'post', 0.0,'post-abortive', 0.0,'postions', 0.0,'post-natal', 0.0,'post-race', 0.0,'post-term', 0.0,'post-traumatic', 0.0,'postal', 0.0,'posted', 0.0,'postgresql', 0.0,'postgresql-compatible', 0.0,'positive”', 0.0,'positively', 0.0,'positive', 0.0,'positions', 0.0,'por', 0.0,'porcelain', 0.0,'pornography', 0.0,'port', 0.0,'portability', 0.0,'portal', 0.0,'portfolio', 0.0,'portion', 0.0,'portrayed', 0.0,'portugal', 0.0,'português', 0.0,'pos', 0.0,'posies', 0.0,'position', 0.0,'positioned', 0.0,'positioner', 0.0,'positionimage', 0.0,'posting', 0.0,'postive', 0.0,'popularity', 0.0,'practiceswe', 0.0,'practicable', 0.0,'practical', 0.0,'practically', 0.0,'practice', 0.0,'practices', 0.0,'practicesdata', 0.0,'practicesmargin', 0.0,'practicesspecific', 0.0,'practicing', 0.0,'postmark', 0.0,'praise', 0.0,'pray', 0.0,'prayed', 0.0,'prayer', 0.0,'prayerfully', 0.0,'prayers', 0.0,'praying', 0.0,'praywe', 0.0,'ppc', 0.0,'powershell', 0.0,'powers', 0.0,'powerfully', 0.0,'postmarket', 0.0,'postpartum', 0.0,'posts', 0.0,'pot', 0.0,'potassium', 0.0,'potato', 0.0,'potential', 0.0,'potentially', 0.0,'potentials', 0.0,'potitions', 0.0,'pouch', 0.0,'pound', 0.0,'pounds', 0.0,'pour', 0.0,'power', 0.0,'powered', 0.0,'powerful', 0.0,'popup', 0.0,'popular', 0.0,'paid', 0.0,'pockets', 0.0,'plug-in', 0.0,'plug-insbring', 0.0,'plugged', 0.0,'plugin', 0.0,'plugins’', 0.0,'plugin’', 0.0,'plump', 0.0,'plus', 0.0,'pod', 0.0,'pointerover', 0.0,'podcasts', 0.0,'point', 0.0,'point-in-polygon', 0.0,'pointercancel', 0.0,'pointerdown', 0.0,'pointerenter', 0.0,'pointerleave', 0.0,'pointermove', 0.0,'pllc', 0.0,'pledges', 0.0,'pleated', 0.0,'pleased', 0.0,'play', 0.0,'play-dough', 0.0,'playard', 0.0,'playards', 0.0,'playback', 0.0,'playbook', 0.0,'playdevelopersgoogle', 0.0,'player', 0.0,'playerasseturls', 0.0,'players', 0.0,'playgamesappsmovies', 0.0,'playing', 0.0,'playplay', 0.0,'playvar', 0.0,'play®', 0.0,'pleasant', 0.0,'please', 0.0,'pointerout', 0.0,'pointerup', 0.0,'popsicles', 0.0,'polynesiafrench', 0.0,'pollsconcept', 0.0,'pollsfacebook', 0.0,'pollsgoogle', 0.0,'polyester', 0.0,'polyfill', 0.0,'polyfills', 0.0,'polymer', 0.0,'polynesia', 0.0,'pondering', 0.0,'points', 0.0,'pool', 0.0,'poor', 0.0,'pop-up', 0.0,'poplar', 0.0,'popped', 0.0,'popping', 0.0,'poppy', 0.0,'popsicle', 0.0,'polling', 0.0,'polley', 0.0,'polka', 0.0,'polizzi', 0.0,'pointsgift', 0.0,'poland', 0.0,'police', 0.0,'policies', 0.0,'policy', 0.0,'policydata', 0.0,'policykids', 0.0,'policyprivacy', 0.0,'policyrelated', 0.0,'policysecurity', 0.0,'policysecuritygeneraldid', 0.0,'policyterms', 0.0,'policywe', 0.0,'policywhen', 0.0,'policyyou', 0.0,'policy”', 0.0,'political', 0.0,'prc', 0.0,"""prc's""", 0.0,'prcs', 0.0,'principal', 0.0,'pricing', 0.0,'pricingcompanyabout', 0.0,'pricinglog', 0.0,'primarily', 0.0,'primary', 0.0,'prime', 0.0,'primer', 0.0,'primitive', 0.0,'principe', 0.0,'privacidade', 0.0,'principesaudi', 0.0,'principle', 0.0,'principles', 0.0,'print', 0.0,'printed', 0.0,'prints', 0.0,'prior', 0.0,'prioritize', 0.0,'prices', 0.0,'priced', 0.0,'price', 0.0,'previously-approved', 0.0,'pressmayo', 0.0,'pressnew', 0.0,'pressure', 0.0,'pressured', 0.0
count5,https://yourchoicesrandolph.org/,12,"""'open""", 300.0,'solid', 155.0,'choices', 93.0,'all', 93.0,'var', 89.0,'screen', 85.0,'you', 84.0,'your', 84.0,'only', 80.0,'auto', 70.0,'new', 55.0,'function', 55.0,'opacity', 50.0,'blockquote', 48.0,'color', 40.0,'our', 40.0,'pregnancy', 38.0,'make', 32.0,'user', 30.0,'theme', 30.0,'-webkit-transform', 30.0,'license', 30.0,'divi', 30.0,'randolph', 29.0,'free', 29.0,'spartan', 28.0,'abortion', 27.0,'ease', 26.0,'who', 25.0,'appointment', 24.0,'walker', 23.0,'not', 23.0,'services', 21.0,'options', 21.0,'page', 20.0,'transform', 20.0,"""button's""", 20.0,'handler', 20.0,'this', 20.0,'element', 20.0,'tracker', 20.0,'conversion', 20.0,'scroll', 20.0,'background-color', 20.0,'entered', 20.0,'add', 20.0,'click', 20.0,'following', 20.0,'have', 19.0,'help', 19.0,'testing', 19.0,'adoption', 19.0,'here', 19.0,'get', 18.0,'blog', 15.0,'health', 15.0,'education', 15.0,'most', 15.0,'know', 15.0,'donate', 14.0,'you’re', 14.0,'out', 14.0,'contact', 13.0,'parenting', 13.0,'can', 13.0,'women', 13.0,'lets', 13.0,'big', 13.0,'touch', 13.0,'question', 13.0,'like', 12.0,'nav', 12.0,'educate', 12.0,'considering', 12.0,'information', 12.0,'about', 12.0,'too', 12.0,'please', 12.0,'sure', 11.0,'licensed', 11.0,'unexpected', 11.0,'wrong', 11.0,'check', 11.0,'let', 11.0,'concern', 11.0,'after', 10.0,'their', 10.0,'themes', 10.0,'author', 10.0,'business', 10.0,'fix', 10.0,'saturday', 10.0,'facebook', 10.0,'support', 10.0,'target', 10.0,'when', 10.0,'display', 10.0,'fill', 10.0,'thead', 10.0,'correct', 10.0,'top', 10.0,'std', 10.0,'general', 10.0,'monday', 10.0,'hours', 10.0,'opt-out', 10.0,'below', 10.0,'eden', 10.0,'experiencing', 10.0,'gaoptoutsettings', 10.0,'public', 10.0,'daniel', 10.0,"""'js'""", 10.0,'start', 10.0,'open', 10.0,'gnu', 10.0,'online', 10.0,'under', 10.0,'prevent', 10.0,'one', 10.0,'powerful', 10.0,'address', 10.0,'copyright', 10.0,'default', 10.0,'analytics', 10.0,'short', 10.0,'friday', 10.0,'fields', 10.0,'sunday', 10.0,'elegant', 10.0,'linux', 10.0,'html', 10.0,'anchor', 10.0,'instagram', 10.0,'select', 10.0,'mit', 10.0,'hiding', 10.0,'give', 10.0,'number', 10.0,'cookie', 10.0,'pregnancies', 9.0,'what', 9.0,'next', 8.0,'pregnant', 8.0,'navigate', 8.0,'care', 8.0,'safe', 7.0,'medical', 7.0,'advocacy', 7.0,'may', 7.0,'confidence', 7.0,'ultrasounds', 7.0,'sexual', 7.0,'how', 7.0,'ultrasound', 7.0,'reproductive', 7.0,'why', 7.0,'try', 6.0,'every', 6.0,'place', 6.0,'helps', 6.0,'plan', 6.0,'see', 6.0,'empower', 6.0,'but', 5.0,'where', 5.0,'into', 5.0,'prevention', 5.0,'more', 5.0,'determine', 5.0,'ever', 5.0,'addresses', 5.0,'better', 5.0,'really', 5.0,'along', 5.0,'provide', 4.0,'professional-quality', 4.0,'else', 4.0,'don’t', 4.0,'sign', 4.0,'preformed', 4.0,'learn', 4.0,'would', 4.0,'everything', 4.0,'yourself', 4.0,'nicole', 4.0,'option', 4.0,'never', 4.0,'did', 4.0,'sti', 4.0,'available', 4.0,'need', 4.0,'tests', 4.0,'screenings', 4.0,'we’ll', 4.0,'vaginal', 4.0,'life', 4.0,'first', 4.0,'including', 4.0,'various', 3.0
count7,http://www.prcstanly.com/mobile-medical-unit/,10,'you', 121.0,'not', 110.0,'pregnancy', 95.0,'stanly', 93.0,'center', 92.0,'resource', 86.0,'var', 85.0,'this', 65.0,'your', 61.0,'auto', 58.0,'make', 52.0,'our', 52.0,'county', 50.0,'information', 46.0,'little', 45.0,'abortion', 42.0,'too', 38.0,'any', 37.0,'have', 36.0,'medical', 33.0,'services', 32.0,'about', 29.0,'montgomery', 28.0,'may', 27.0,'use', 27.0,'appointment', 27.0,'none', 27.0,'can', 26.0,'they', 25.0,'instagram', 25.0,'all', 25.0,'more', 24.0,'their', 21.0,'other', 21.0,'site', 20.0,'following', 20.0,'there', 20.0,'terms', 19.0,'need', 19.0,'policy', 19.0,'web', 19.0,'busy', 18.0,'options', 18.0,'privacy', 18.0,'entered', 18.0,'want', 17.0,'only', 16.0,'help', 16.0,'counseling', 16.0,'months', 15.0,'closes', 15.0,'walmart', 15.0,'materials', 14.0,'address', 14.0,'users', 14.0,'unit', 14.0,'service', 14.0,'what', 13.0,'below', 13.0,'mobile', 13.0,'how', 13.0,'offer', 13.0,'north', 13.0,'offers', 13.0,'call', 13.0,'upon', 12.0,'refer', 12.0,'accurate', 12.0,'provide', 12.0,'should', 12.0,'educational', 12.0,'store', 12.0,'function', 12.0,'these', 12.0,'get', 12.0,'new', 11.0,'free', 11.0,'contact', 11.0,'purposes', 11.0,'year', 11.0,'guide', 11.0,'sure', 11.0,'copyright', 11.0,'which', 11.0,'customer', 11.0,'personal', 11.0,'wrong', 11.0,'general', 10.0,'accessible', 10.0,'page', 10.0,'donate', 10.0,"""don't""", 10.0,'peer', 10.0,'time', 10.0,'check', 10.0,'professional', 10.0,'women', 10.0,'client', 9.0,'closed', 9.0,'take', 9.0,'select', 9.0,'monday', 9.0,'directly', 9.0,'learn', 9.0,'divi', 9.0,'auto-generated', 9.0,'main', 9.0,'fix', 9.0,'inline', 9.0,'hours', 9.0,'file', 9.0,'fill', 9.0,'identification', 9.0,'substitute', 9.0,'relied', 9.0,'but', 9.0,'correct', 9.0,'blog', 9.0,'intended', 9.0,'prc', 9.0,'number', 9.0,'fields', 9.0,'money', 8.0,'know', 8.0,'find', 8.0,'when', 8.0,'street', 8.0,'does', 8.0,'such', 8.0,'email', 8.0,'think', 8.0,'than', 8.0,'supply', 7.0,'without', 7.0,'first', 7.0,'ultrasound', 7.0,'then', 7.0,'ready', 7.0,'receive', 7.0,'own', 7.0,'parts', 7.0,'out', 7.0,'parking', 7.0,'experience', 7.0,'most', 7.0,'insight', 7.0,'here', 7.0,'adoption', 7.0,'linked', 6.0,'like', 6.0,'transfer', 6.0,'advocates', 6.0,'support', 6.0,'garden', 6.0,'sites', 6.0,'much', 6.0,'user', 6.0,'baby', 6.0,'buy', 6.0,'because', 6.0,'before', 6.0,'opens', 6.0,'small', 6.0,'determine', 6.0,'got', 6.0,'local', 6.0,'available', 5.0,'very', 5.0,'agree', 5.0,'one', 5.0,'limited', 5.0,'always', 5.0,'friendly', 5.0,'important', 5.0,'choose', 5.0,'confirm', 5.0,'program', 5.0,'county’s', 5.0,'life', 5.0,'could', 5.0,'right', 5.0,'makes', 5.0,'someone', 5.0,'resources', 5.0,'ultrasounds', 5.0,'had', 5.0,'choice', 5.0,'second', 5.0,'also', 5.0,'browser', 5.0,'including', 5.0,'mothers', 5.0,'parenting', 5.0,'been', 4.0,'job', 4.0,'conditions', 4.0,'using', 4.0,'business', 4.0,'way', 4.0,'albemarle', 4.0
count9,http://www.brevardwomenscenter.com/,13,'center', 90.0,'var', 77.0,'auto', 66.0,'none', 55.0,'women', 48.0,'form', 35.0,'you', 31.0,'all', 29.0,'this', 27.0,'run', 27.0,'function', 25.0,'services', 24.0,'val', 22.0,'selected', 22.0,'our', 21.0,'have', 18.0,'events', 17.0,'ministry', 17.0,'classes', 17.0,'your', 16.0,'brevard', 16.0,'reindeer', 16.0,'contact', 16.0,'fatherhood', 15.0,'volunteer', 15.0,'calendar', 15.0,'monthly', 14.0,'north', 13.0,'option', 13.0,'donate', 13.0,'just', 13.0,'above', 12.0,'online', 12.0,'errormessage', 12.0,'footer', 11.0,'now', 11.0,'void', 11.0,'file', 11.0,'processed', 11.0,'entire', 11.0,'monday-thursday', 11.0,'user', 11.0,'everything', 11.0,'pos', 11.0,'summarize', 11.0,'auto-generated', 11.0,'modify', 11.0,'home', 11.0,'western', 11.0,'text', 11.0,'selects', 11.0,'value', 11.0,'element', 11.0,'obj', 11.0,'counseling', 11.0,'presize', 11.0,'read', 11.0,'readform', 11.0,'search', 11.0,'which', 11.0,'inline', 11.0,'support', 10.0,'help', 10.0,'pregnancy', 9.0,'would', 9.0,'information', 8.0,'parenting', 8.0,'free', 8.0,'know', 8.0,'better', 8.0,'not', 8.0,'htmldiv', 8.0,'but', 7.0,'please', 7.0,'make', 7.0,'slider', 6.0,'include', 6.0,'like', 5.0,'about', 5.0,'class', 5.0,'baby', 5.0,'call', 5.0,'through', 5.0,'must', 4.0,'november', 4.0,'child', 4.0,'group', 4.0,'htmldivcss', 4.0,'can', 4.0,'revolution', 4.0,'unplanned', 4.0,'including', 4.0,'medical', 4.0,'here', 4.0,'after', 4.0,'get', 4.0,'includes', 4.0,'out', 4.0,'click', 4.0,'facing', 4.0,'phone', 3.0,'cover', 3.0,'received', 3.0,'also', 3.0,'what', 3.0,'email', 3.0,'who', 3.0,'name', 3.0,'children', 3.0,'opportunities', 3.0,'referrals', 3.0,'appointment', 3.0,'best', 3.0,'descriptions', 3.0,'how', 3.0,'comes', 3.0,'maternity', 3.0,'one', 3.0,'offer', 3.0,'register', 3.0,'want', 3.0,'more', 3.0,'fathers', 3.0,'need', 3.0,'simply', 3.0,'professional', 3.0,'ultrasounds', 3.0,'love', 3.0,'gifts', 3.0,'donations', 3.0,'some', 3.0,'no-repeat', 3.0,'fill', 3.0,'log', 3.0,'see', 2.0,'serving', 2.0,'check', 2.0,'post-abortion', 2.0,'many', 2.0,'pregnancies', 2.0,'seeing', 2.0,'street', 2.0,'address', 2.0,'files', 2.0,'double', 2.0,'development', 2.0,'set', 2.0,'“the', 2.0,'into', 2.0,'tour', 2.0,'life', 2.0,'decisions', 2.0,'settings', 2.0,'when', 2.0,'christ-centered', 2.0,'offering', 2.0,'offered', 2.0,'ultrasound', 2.0,'succeed', 2.0,'thank', 2.0,'designed', 2.0,'entries', 2.0,'seniors', 2.0,'entry', 2.0,'raise', 2.0,'discuss', 2.0,'return', 2.0,'only', 2.0,'adoption', 2.0,'look', 2.0,'charge', 2.0,'ladies', 2.0,'website', 2.0,'serve', 2.0,'new', 2.0,'day', 2.0,'year', 2.0,'size', 2.0,'them', 2.0,'consider', 2.0,'forward', 2.0,'assistance', 2.0,'gift', 2.0,'peer', 2.0,'compassionate', 2.0,'familes', 2.0,'walk', 2.0,'become', 2.0,'discipline', 2.0,'stop', 2.0,'mothers', 2.0,'other', 2.0,'view', 2.0,'most', 2.0,'someone', 2.0,'find', 2.0,'babies', 2.0,'person', 2.0,'join', 2.0,'troubleshooting', 2.0
count12,http://www.lifecarepregnancy.com/,6,'var', 56.0,'new', 53.0,'visible', 48.0,'let', 48.0,'function', 26.0,'you', 23.0,'abortion', 21.0,'pregnancy', 20.0,'instanceof', 20.0,'all', 17.0,'our', 17.0,'display', 16.0,'transform', 15.0,'services', 15.0,'web', 14.0,'extend', 13.0,'more', 13.0,'flipinx', 12.0,'childheight', 12.0,'swinginx', 12.0,'content', 12.0,'swingoutx', 12.0,'flipoutx', 12.0,'pill', 12.0,'slideuphr', 12.0,'slidedownhr', 12.0,'care', 12.0,'your', 12.0,'bounceoutup', 12.0,'bounceindown', 12.0,'agent', 11.0,'center', 10.0,'get', 10.0,'parentheight', 10.0,'life', 10.0,'svgs', 10.0,'learn', 10.0,'extends', 10.0,'here', 9.0,'require', 9.0,'else', 9.0,'objects', 9.0,'about', 9.0,'out', 9.0,'this', 8.0,'return', 8.0,'home', 8.0,'search', 8.0,'have', 8.0,'animate', 8.0,"""'of'""", 8.0,'must', 7.0,'contact', 7.0,'primitive', 7.0,'help', 7.0,'back', 7.0,'local', 7.0,'reversal', 6.0,'private', 6.0,'can', 6.0,'each', 6.0,'design', 6.0,'what', 6.0,'there', 6.0,'svg', 6.0,'newhorizontalmargin', 6.0,'mmm', 6.0,'not', 5.0,'call', 5.0,'been', 5.0,'marketing', 5.0,'how', 5.0,'may', 5.0,'options', 5.0,'false', 5.0,'while', 5.0,'but', 5.0,'color', 5.0,'when', 4.0,'website', 4.0,'alignment', 4.0,'know', 4.0,"""'-'""", 4.0,'mobileoffset', 4.0,'fill', 4.0,'desktopoffset', 4.0,'segoe', 4.0,'error', 4.0,'seo', 4.0,'quiz', 4.0,'privacy', 4.0,'contentstring', 4.0,'const', 4.0,'isdraggable', 4.0,'policy', 4.0,'google', 4.0,'test', 4.0,'baby', 4.0,'never', 4.0,'initialize', 4.0,'view', 4.0,'then', 4.0,'resources', 4.0,"""'at'""", 4.0,'runtime', 3.0,'offering', 3.0,'offer', 3.0,'elements', 3.0,'click', 3.0,'development', 3.0,'women', 3.0,'newsletter', 3.0,'client', 3.0,'media', 3.0,'their', 3.0,'online', 3.0,'twice', 3.0,'safari', 3.0,'occured', 3.0,'obfuscation', 3.0,'medical', 3.0,'rule', 3.0,'configuration', 3.0,'replacement', 3.0,'support', 3.0,'set', 3.0,'setting', 3.0,'blogging', 3.0,'field', 3.0,'requires', 3.0,'information', 3.0,'they', 3.0,'think', 3.0,'email', 3.0,'missing', 3.0,'needed', 3.0,'free', 3.0,'very', 3.0,'advanced', 3.0,'social', 3.0,'story', 3.0,'made', 3.0,'same', 3.0,"""she's""", 2.0,'community', 2.0,'browser', 2.0,'newverticalmargin', 2.0,'many', 2.0,'map', 2.0,'non-profit', 2.0,'delayspeed', 2.0,'ads', 2.0,'live', 2.0,"""i'm""", 2.0,'rotate', 2.0,'effects', 2.0,'configs', 2.0,'size', 2.0,'due', 2.0,'she', 2.0,'digital', 2.0,'appearing', 2.0,'appear', 2.0,'thechild', 2.0,'run', 2.0,'involved', 2.0,'configurable', 2.0,'infowindow', 2.0,'animations', 2.0,'any', 2.0,'object', 2.0,'loop', 2.0,'true', 2.0,'could', 2.0,'animation', 2.0,'increase', 2.0,'theparent', 2.0,'animatespeed', 2.0,'overview', 2.0,'one', 2.0,'adjustments', 2.0,'education', 2.0,'mmmm', 2.0,'mobile', 2.0,'contains', 2.0,'working', 2.0,'success', 2.0,'mobilegrow', 2.0,'mobileoffsetneg', 2.0,'connect', 2.0,'committed', 2.0,'loader-config', 2.0,'share', 2.0,"""it's""", 2.0,'first', 2.0,'latlng', 2.0,'parentwidth', 2.0,'stickyoffset', 2.0,'professional', 2.0,'enabled', 2.0
count15,http://prccharlotte.com/,13,'var', 318.0,'return', 91.0,'function', 90.0,'prc', 90.0,'charlotte', 84.0,'img', 72.0,'screen', 72.0,'only', 65.0,'reason', 60.0,'services', 55.0,'appointments', 52.0,'pregnancy', 50.0,'abortion', 49.0,'you', 48.0,'sans-serif', 48.0,'locationurl', 48.0,'else', 44.0,'about', 42.0,'free', 41.0,'street', 40.0,'center', 37.0,'none', 36.0,'bfrommobile', 36.0,'all', 34.0,'available', 31.0,'get', 27.0,'enter', 27.0,'not', 27.0,'our', 26.0,'east', 25.0,'opt-out', 24.0,'consultation', 24.0,'body', 24.0,'solid', 24.0,'const', 24.0,'disablestr', 24.0,'len', 24.0,'your', 24.0,'this', 24.0,'typeof', 24.0,'inline', 24.0,'confidential', 24.0,'location', 24.0,'now', 23.0,'medical', 23.0,'make', 23.0,'contact', 22.0,'have', 22.0,'appointment', 22.0,'resource', 22.0,'information', 18.0,'almsg', 18.0,'answers', 18.0,'select', 18.0,'call', 17.0,'test', 17.0,'schedule', 17.0,'out', 16.0,'offered', 16.0,'valid', 16.0,'required', 15.0,'pregnancies', 15.0,'want', 14.0,'next', 14.0,'button', 14.0,'use', 14.0,'non-profit', 14.0,'home', 14.0,'women', 14.0,'where', 13.0,'before', 13.0,'try', 13.0,'privacy', 13.0,'area', 13.0,'uptown', 13.0,'providing', 13.0,'refer', 13.0,'organization', 13.0,'nor', 12.0,'opted', 12.0,'cookie', 12.0,"""prc's""", 12.0,'auto', 12.0,'elemschedule', 12.0,'noopnullfn', 12.0,nan, 12.0,'noopfn', 12.0,'general', 12.0,'website', 12.0,'disable', 12.0,'happy', 12.0,'date', 12.0,'span', 12.0,'elemnext', 12.0,'confidentiality', 12.0,'terms', 12.0,'top', 12.0,'detect', 12.0,'education', 12.0,'because', 12.0,'arrange', 12.0,'ajaxurl', 12.0,'relative', 12.0,'ultrasounds', 12.0,'running', 12.0,'override', 12.0,'since', 12.0,'view', 12.0,'prompt', 12.0,'users', 12.0,'being', 12.0,'elemddlreason', 12.0,'clinic-', 12.0,'selection', 12.0,'dec', 12.0,'elemerror', 12.0,'directed', 12.0,'facing', 12.0,'except', 12.0,'limited', 12.0,'per', 12.0,"""'object'""", 12.0,'statement', 12.0,'carries', 12.0,'block', 12.0,'no-repeat', 12.0,'respectful', 12.0,'catch', 12.0,'new', 12.0,'does', 12.0,'locations', 12.0,"""'function'""", 12.0,'request', 12.0,'tracker', 12.0,"""'not""", 12.0,'unintended', 12.0,'purposes', 12.0,'perform', 12.0,'tracking', 12.0,'css', 12.0,'nurse', 10.0,'who', 10.0,'ask', 10.0,'more', 8.0,'time', 8.0,'please', 7.0,'read', 6.0,'currently', 6.0,'procedure', 6.0,"""'please""", 6.0,'selst', 6.0,'value', 6.0,'care', 6.0,'can', 6.0,'equal', 6.0,'than', 6.0,'convenient', 6.0,'need', 5.0,'help', 5.0,'life', 5.0,'professional', 5.0,'cost', 5.0,'always', 5.0,'result', 5.0,'pregnant', 5.0,'one', 5.0,'mobile', 4.0,'different', 4.0,'near', 4.0,'today', 4.0,'when', 4.0,'without', 4.0,'security', 4.0,'units', 4.0,'unplanned', 4.0,'first', 4.0,'captcha', 4.0,'wait', 3.0,'talk', 3.0,'come', 3.0,'looking', 3.0,'determine', 3.0,'hassle-free', 3.0,'she', 3.0,'confidence', 3.0,'here', 3.0,'less', 3.0,'receive', 3.0,'counseling', 3.0,'testing', 3.0,'offers', 3.0,'number', 3.0,'just', 3.0,'calendar', 3.0,'which', 3.0,'already', 3.0,'hard', 3.0,'staff', 3.0,'walk', 3.0,'leaves', 3.0
